244	Tepминoлoгичecкий cлoвapь &ndash; этo cлoвapь coдepжaщий тepмины oпpeдeлeннoй oблacти нayки тexники иcкyccтвa&nbsp;http://wwwtextologiaru/slovari/lingvisticheskie-terminy/terminologicheskiy-slovar/?q=486&amp;n=1896Благодаря определённой структуре и систематизации терминологического словаря поиск нужного термина значительно упрощается Самыми распространёнными являются одноотраслевые терминологические словари которые поясняют термины в рамках одной областиПоскольку для терминов характерна чёткая и конкретная формулировка а неточности и неоднозначности недопустимы в терминологическом словаре имеется перечень источников информации - это могут быть учебники энциклопедии научные труды ученых и прочие документыhttps://znachenie-slovaru/&nbsp; &nbsp; &nbsp;&nbsp;	26	2
245	Словарь метафор - словарь состоящий из метафор одного опрделенного языкаhttps://znachenie-slovaru/В словаре излагаются механизмы и причины возникновения словообразовательных метафор приводит примеры прилагательных глаголов которые не являются метафорой но при этом наделены образностью Слова расположены в алфавитно-гнездовом порядке Заголовочному слову дается толкование примеры употребления в литературе и устной речиhttps://znachenie-slovaru/&nbsp;	26	2
246	Лингвистический энциклопедический словарь - содержит статьи о единицах языка их взаимосвязях языковых законах функционировании языка в обществе филосовских проблемах языкознания теориях происхождения языка разделах методах и школах в языкознании языках и группах языков письменностяхhttps://ruwikipediaorg/wiki/лингвистический энциклопедический словарь&nbsp;	26	2
247	Парализаторы Иногда является вспомогательным режимом для боевого оружияhttps://ruwikipediaorg/wiki/Вымышленное_оружие	27	2
248	Юбка-тюльпан&nbsp;&mdash; фасон визуально похож на перевёрнутую чашечку цветка тюльпанhttps://ruwikipediaorg/wiki/Юбка	29	2
249	Тимберленды&nbsp;женские&nbsp;&ndash;&nbsp;это&nbsp;модная и стильная обувь от известного бренда которая славится своей практичностью и прочностьюhttps://flakonncom/timberlendy-zhenskie/	28	2
250	Пентацератопс[источник не указан 1248 дней]&nbsp;(лат&nbsp;Pentaceratops)&nbsp;&mdash; род&nbsp;динозавров&nbsp;из семейства&nbsp;цератопсид включающий единственный вид&nbsp;Pentaceratops sternbergii Жили около&nbsp;76&mdash;73 миллионов лет назад их останки главным образом найдены в&nbsp;формации Киртланд[en]&nbsp;в&nbsp;котловине&nbsp;Бассейна Сан-Хуан[en]&nbsp;в&nbsp;Нью-Мексико&nbsp;и&nbsp;Колорадо&nbsp;США Эти динозавры достигали длины 7&nbsp;метров высоты 3 метра и массы 5 тоннНесмотря на своё название означающее &laquo;пятирогий&raquo; пентацератопс имел только три полноценных рога а остальные два &mdash; бугры на щёках У этого динозавра короткий хвост большое тело колонноподобные ноги с копытоподобными когтями и костистая зубчатая оборка на шее; попугаеподобный клюв много щёчных зубов и сильные челюсти Череп пентацератопса очень крупный: до&nbsp;3&nbsp;метров в длину&nbsp;&mdash; это самый крупный череп из всех сухопутных животныхКак и все цератопсы &mdash;&nbsp;травоядныйhttps://ruwikipediaorg/wiki/Пентацератопс	36	2
251	Словарь имен собственных - составляется на основе списка имен разбавленного обычно информацией о происхождении имени его уменьшительно-ласкательных формах правильном написании Иногда приводятся сведения о людях с такими именамиhttps://znachenie-slovaru/Антропонимические словариСравнительная функция словаря предполагает описание одного имени в контексте его развития у разных народов Можно увидеть интерпретацию русского имени в англоязычном обществе и тпhttps://znachenie-slovaru/Антропонимические словари&nbsp;	26	2
252	Cлoвapь пapoнимoв &ndash; этo cлoвapь coдepжaщий cлoвa пapoнимы (слов схожих по звучанию и морфемному составу но имеющих разное значение)  B словаре тoлкyютcя знaчeния этиx cлoв пpивoдятcя coчeтaния в кoтopыx cooтвeтcтвyющиe cлoвa yпoтpeбляютcя пoкaзывaютcя ocoбeннocти гpaммaтичecкoгo yпpaвлeния дaютcя пpимepы нeпpaвильнoгo иx иcпoльзoвaния&nbsp;http://wwwtextologiaru/slovari/lingvisticheskie-terminy/slovar-paronimov/?q=486&amp;n=1686 &nbsp;	26	2
253	Словарь морфем - словарь в котором дается членение слова на морфемы с точки зрения современного состояния языка но в нем не установлены отношения производности В нем даются расчлененные на морфемы слова в алфавитном порядке или объединенные в группы на основе общности корневой или аффиксальной морфемhttps://lingvistics_dictionaryacademicru/3672/словарьморфем&nbsp;&nbsp; &nbsp;	26	2
254	Антропонимический словарь - словарь регистрирующий и объясняющий фамилии имена отчества людей их прозвища псевдонимыhttps://slovarwikireadingru/3371804Предметом описания таких словарей явлются: имена собственные фамилии иноязычные имена собственные псевдонимы и тд Современные антропонимические словари составляются в исторических этимологических и грамматических аспектах Они углубляются в происхождение имени и его &laquo;путешествие&raquo; по историческим этапамhttps://znachenie-slovaru/Антропонимические словари&nbsp;&nbsp;	26	2
255	Словарь иностранных имен собственных - это транскрипционный словарь задача которого заключается в изучении правильного написания и произношения иноязычных имен Также описываются исторические и этимологические особенности мужских и женских имен иностранного языкаhttps://znachenie-slovaru/Антропонимические словари&nbsp;&nbsp; &nbsp; &nbsp; &nbsp;	26	2
256	Балетки&nbsp;с&nbsp;открытым&nbsp;носом&nbsp;&mdash; это комфортная сверхлегкая обувь для лета Низкая подошва дышащий верх удобная конструкция не дадут ногам устать и перегреться а стильный вырез на мыске акцентирует все внимание на красивом педикюреhttps://wwwlamodaru/c/5867/shoes-baletkisotkrytymnosom/	28	2
257	Словарь жаргонных терминов - словарь включающий в себя лексику узкой группы (или профессии)https://imwerdende/pdf/tolkovy_slovar_ugolovnykh_zhargonov_1991__ocrpdfВ словарь включены также слова омонимы Термин состоящий из нескольких слов следует искать по первому или второму слову&nbsp;https://imwerdende/pdf/tolkovy_slovar_ugolovnykh_zhargonov_1991__ocrpdf&nbsp;&nbsp; &nbsp;	26	2
258	Философский энциклопедический словарь - справочник на русском языке в котором собрана информация по вопросам касающимся различных сторон философии В словаре освещаются проблемы мирового развития философии Также большое число статей посвящено философам социологам психологам повлиявшим на развитие философии и всей общественной мыслиhttps://ruwikipediaorg/wiki/Философский энциклопедический словарь&nbsp;	26	2
259	Двуязычный словарь - словарь который используется для перевода слов или враз с одного языка на другой Двуязычные словари могут быть однонаправленными а это означает  что они перечисляют значения слов одного языка в другой или могут быть &nbsp;двунаправдленными что позволяет перевод с обоих языковhttps://ruqwewiki/wiki/Bilingual_dictionary	26	2
260	Энциклопедический словарь писателей - содержат большое количество писательских биографий В словаре указаны биографические факты неизвестные публикации ранее считавшиеся анонимнымипсевдонимы Каждая статья снабжена выверенными библиографическими списками указаниями на использованные архивные материалы и т пhttps://nestorbookru/uCat/item/1450&nbsp;&nbsp; &nbsp;	26	2
261	Словарь устаревших слов - словарь включающий в себя слова определенного языка которые в связи с появлением новых слов вышли из употребления&nbsp; Для каждого слова в словаре указано объяснение и дан аналог в современном русском языке Также словарь включает слова&nbsp;которые обозначают такие явления или предметы которые полностью исчезли или перестали существовать в результате дальнейшего развития обществаhttps://wwwkrupenichkaru/ustarevshie-slova/slovar-ustarevshih-slovhtml&nbsp;&nbsp; &nbsp;	26	2
262	Топса́йдеры&nbsp;(англ &laquo;topside&raquo; - на палубе) &ndash; туфли на толстой рифленой подошве белого цвета со шнурком проходящим по задней части и заканчивающимся на подъеме https://wikiwildberriesru/things/footwear/%D1%82%D0%BE%D0%BF%D1%81%D0%B0%D0%B9%D0%B4%D0%B5%D1%80%D1%8B	28	2
263	Туфли-лодочки&nbsp;&ndash;&nbsp;это&nbsp;глубоко вырезанные&nbsp;туфли&nbsp;без застежек на каблуках (или без них) в которые нога может легко проскользнуть https://wwwpassionru/style/modnyy-slovar-t/tufli-lodochki-26084htm	28	2
264	&nbsp;Боти́нки&nbsp;&mdash; обувь защищающая голеностопный сустав в отличие от полусапожек имеет систему фиксации ноги в виде шнурков или ремней чаще мужская чем женская Классические&nbsp;ботинки&nbsp;изготовлены из кожи и завязываются шнуркамиhttps://ruwikipediaorg/wiki/%D0%91%D0%BE%D1%82%D0%B8%D0%BD%D0%BA%D0%B8	28	2
265	Словарь синонимов - словарь который описывает слова разные по звучанию и написанию но тождественные или близкие по значениюhttp://gramotaru/slovari/types/17_13Слова в словаре представлены в начальных формах: существительные &mdash; в именительном падеже прилагательные &mdash; мужского рода в именительном падеже глаголы &mdash; в инфинитиве&nbsp; В словаре присутствуют синонимы к именам собственным: названиям географических объектов именам героев мифических существ богов Также словарь включает синонимы из всех возможных областей и сфер деятельности человека в которых слово имеет место быть включая переносный смысл и образные выраженияhttps://synonymonlineru/&nbsp;&nbsp; &nbsp;	26	2
266	Словарь антонимов - лингвистический словарь-справочник в котором дается описание антонимов (слов имеющих прямо противоположные лексические значения)http://gramotaru/slovari/types/17_14Основные задачи словарей антонимов:&nbsp;- систематизированное представление лексических единиц с противоположными значениями (включая фразеологию)- анализ семантики антонимических пар (парадигм)- фиксация и анализ характерных закономерностей употребления соотносительных антонимов их связь с синонимамиhttp://gramotaru/slovari/types/17_14&nbsp;&nbsp; &nbsp;	26	2
267	Словарь неологизмов - словарь который описывает слова значения слов или сочетания слов появившиеся в определенный период времени или употребленные только один раз В развитых языках количество неологизмов зафиксированных в газетах и журналах в течение одного года составляет десятки тысячhttp://gramotaru/slovari/types/17_17&nbsp;&nbsp; &nbsp; &nbsp;	26	2
268	Босоно́жки&nbsp;&mdash; вид женской обуви для тёплых времён года который не полностью закрывает ступню и голеностопный сустав и который носится на босую ногуhttps://ruwikipediaorg/wiki/%D0%91%D0%BE%D1%81%D0%BE%D0%BD%D0%BE%D0%B6%D0%BA%D0%B8	28	2
269	Функциональность для этой категории рабочих поверхностей заключается в максимальной простоте без лишних перегрузок конструкции Важным критерием является количество свободной площади для исполнения рабочих процессов В большинстве своем такие модели используются в офисных кабинетахhttps://dizainexpertru/interer/sovety-po-vyboru-modelej-stolov-v-interer-kabineta/	38	2
270	Сабо́&nbsp;(кло́ги) &ndash; туфли на деревянной платформе с массивным каблуком https://wikiwildberriesru/things/footwear/%D1%81%D0%B0%D0%B1%D0%BE	28	2
271	Дутики или дутые сапоги &ndash; прекрасная альтернатива привычных зимних сапог на меху Голенище как правило изготовлено из синтетических тканых или нетканых материалов может быть вязаным между тканевыми слоями голенища располагается утеплитель Им может стать пух шерсть или синтетика Подошва выполнена из резины пластика или полиуретана Натуральная кожа и замша как правило используются лишь для украшенияhttps://vplateru/sapogi/dutiki/&nbsp;&nbsp;	28	2
272	Словарь эпитетов - словарь который содержит эпитететы (средство выразительности литературного языка которое усиливает эмоциональность образность речи обогащает ее) одного конкретного языкаhttps://znachenie-slovaru/Все словари эпитетов составляются на основе литературных произведений русских писателей В словарях эпитетов собраны определения к словам в широком понимании термина &laquo;эпитет&raquo;&nbsp;https://znachenie-slovaru/&nbsp;&nbsp; &nbsp;	26	2
273	Фразеологический словарь &mdash; словарь устойчивых словосочетаний (фразеологических единиц) которые сравнительно легко выделяются из контекста&nbsp;как единое целое состоящее из нескольких слов в отличие от свободных сочетаний слов где каждое слово самостоятельноhttps://ruwikipediaorg/wiki/Фразеологический словарьДвуязычный фразеологический словарь даёт не только эквиваленты но и перевод однозначных словосочетаний представляющих собой самодовлеющее предложение (напр пословицу цитату афоризми т д)/Как правило фразеологические единицы располагаются в алфавитном порядке но не по первому слову а по главным в смысловом отношении словам словосочетанияhttps://ruwikipediaorg/wiki/Фразеологический словарь&nbsp;&nbsp; &nbsp;	26	2
274	Ло́феры ло́уферы (от англ&nbsp;loafer&nbsp;&mdash; бездельник) &mdash;&nbsp;это&nbsp;туфли без шнурков союзка и мыски которых украшены приподнятым полукруговым швом https://ruwikipediaorg/wiki/%D0%9B%D0%BE%D1%84%D0%B5%D1%80%D1%8B	28	2
275	Челси - это полусапоги сделанные чаще всего из кожи имеющие низкий каблук и эластичную резинку-вставку по бокам (вместо шнурков и застежек)https://zenyandexru/media/id/5c51dade8a74ad00ad1754e3/5c83cd4feeac1c00b3d22fdd	28	2
276	Дезерты&nbsp;(от англ&nbsp;desert&nbsp;boots) &ndash;&nbsp;это&nbsp;замшевые полуботинки высотой до щиколотки с двумя парами отверстий для шнурков http://furmurru/stil/obuv/kak-nosit-zhenskie-dezertyhtml	28	2
277	&nbsp;Челси - это полусапоги сделанные чаще всего из кожи имеющие низкий каблук и эластичную резинку-вставку по бокам (вместо шнурков и застежек)https://zenyandexru/media/id/5c51dade8a74ad00ad1754e3/5c83cd4feeac1c00b3d22fdd	28	2
278	Создателем и основателем луноходов является итальянский дизайнер Джанкарло Занатта который на протяжении многих лет был вдохновлен образом космонавтов что и сподвигло его на создание футуристической обуви в конце 60х годов впервые показались миру созданные модели http://moms-sitesru/lunohody-chto-eto-takoe-vse-pro-snoubuts-munbuts-lunnye-sapogi	28	2
279	Мокасины&nbsp;&ndash;&nbsp;это&nbsp;обувь на плоской подошве с язычком на подъёме Обычно на них нет замочков и молний https://zenyandexru/media/id/5ab10b5b799d9d49e95743ac/5ad8845755876b0c067c8bdb?utm_source=serp	28	2
280	Топса́йдеры&nbsp;(англ &laquo;topside&raquo; - на палубе) &ndash; туфли на толстой рифленой подошве белого цвета со шнурком проходящим по задней части и заканчивающимся на подъеме https://wikiwildberriesru/things/footwear/%D1%82%D0%BE%D0%BF%D1%81%D0%B0%D0%B9%D0%B4%D0%B5%D1%80%D1%8B	28	2
281	Снаряды особой мощности (с использованием&nbsp;антиматерии&nbsp;плазмы&nbsp;нейтрино вероятностного поля и&nbsp;т&nbsp;п)https://ruwikipediaorg/wiki/Вымышленное_оружие	27	2
282	Это в частности Япония Китай Монголия Корея Вьетнам Индия В них складывается автономный комплекс вооружения в частности именно здесь изобретается огнестрельное оружие Позднее европейские путешественники оказали небольшое влияние на оружие этого регионаhttps://rumwikipediaorg/wiki/Средневековое_оружие	27	2
283	Приспособления против&nbsp;нежити&nbsp;(осиновый&nbsp;кол&nbsp;серебряные&nbsp;пули святая вода)https://ruwikipediaorg/wiki/Вымышленное_оружие	27	2
284	Оружие повышающее способности хозяина (меч-кладенец; зачарованные: доспехи щиты шлемы)https://ruwikipediaorg/wiki/Вымышленное_оружие	27	2
285	Примеры легендарного оружияМечиСписок знаменитого и легендарного холодного оружия и доспеховМолот&nbsp;Мьёллнир&nbsp;&mdash; принадлежал&nbsp;ТоруГолова&nbsp;Медузы Горгоны&nbsp;&mdash; после победы над Медузой принадлежала&nbsp;ПерсеюОслиная челюсть которой сражался&nbsp;СамсонКорабль-строитель планет &laquo;Титан&raquo; из&nbsp;одноименного&nbsp;анимационного фильмаВольтрон&nbsp;&mdash; составной&nbsp;боевой робот&nbsp;из&nbsp;одноименного&nbsp;анимационного сериалаSol Bianca &mdash; уникальный космический корабль из&nbsp;одноимённого аниме намного превосходящий обычные корабли как атакующей мощью так и невероятными возможностями (уход в&nbsp;гиперпространство&nbsp;самовосстановление&nbsp;управление силой мысли)https://ruwikipediaorg/wiki/Вымышленное_оружие	27	2
286	Независимо от новых тенденций&nbsp;балетки&nbsp;с&nbsp;круглым&nbsp;носом&nbsp;всегда остаются в тренде Их популярность обусловлена правильным и естественным положением ноги позволяющим носить их в течение всего дня Модели&nbsp;с&nbsp;круглым&nbsp;носом&nbsp;смотрятся женственно и мило обладая широкой палитрой оттенков от нежной пастели до леопардовых принтов Они могут декорироваться металлическими пряжками и стразами пышными бантами и высокой шнуровкой Дизайнеры часто включают в свои коллекции&nbsp;балетки&nbsp;с&nbsp;атласными завязками напоминающие пуанты танцовщицhttps://wwwlamodaru/c/5866/shoes-baletkiskruglymnosom/	28	2
287	Фильм-катастро́фа&nbsp;или&nbsp;фильм катастроф&nbsp;(англ&nbsp;disaster film)&nbsp;&mdash; фильм герои которого попали в&nbsp;катастрофу&nbsp;и пытаются спастись Специфическая разновидность&nbsp;триллера&nbsp;и&nbsp;драмы Речь может идти как о природном бедствии (смерч&nbsp;землетрясение&nbsp;извержение вулкана&nbsp;и&nbsp;т&nbsp;п) так и о&nbsp;техногенной катастрофе&nbsp;(например крушение самолёта)https://ruwikipediaorg/wiki/%D0%A4%D0%B8%D0%BB%D1%8C%D0%BC-%D0%BA%D0%B0%D1%82%D0%B0%D1%81%D1%82%D1%80%D0%BE%D1%84%D0%B0&nbsp; &nbsp;	32	2
288	Психологический детектив Данный вид детектива может несколько отступать от классических канонов в части требования стереотипного поведения и типичной психологии героев и является пересечением жанра с психологическим романом Обычно расследуется преступление совершённое по личным мотивам (зависть месть) и основным элементом расследования становится изучение личностных особенностей подозреваемых их привязанностей болевых точек убеждений предрассудков выяснение прошлого Существует школа французского психологического детективаhttps://ruwikipediaorg/wiki/%D0%94%D0%B5%D1%82%D0%B5%D0%BA%D1%82%D0%B8%D0%B2#%D0%92%D0%B8%D0%B4%D1%8B_%D0%B4%D0%B5%D1%82%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D0%BE%D0%B2	32	2
289	Чувствительность оружия к внешним воздействиям обуславливающую возможность преждевременного взрыва и дрhttps://rumwikipediaorg/wiki/Оружие	27	2
290	пневматическое оружие определяется Федеральным законом РФ от 13121996 N 150-ФЗ &laquo;Об оружии&raquo; как оружие предназначенное для поражения цели на расстоянии снарядом (стальной пулькой или резиновым шариком) получающим направленное движение за счёт энергии сжатого сжиженного или отверждённого газаhttps://rumwikipediaorg/wiki/Оружие	27	2
291	ракетное оружие &mdash; обобщённое наименование оружия в котором средства поражения доставляются к цели ракетойhttps://rumwikipediaorg/wiki/Оружие	27	2
292	Огнестрельное оружиеНачиная с XV века огнестрельное оружие начало вытеснять арбалеты из охотного дела Например&nbsp;Максимилиан I&nbsp;не одобрял использование &laquo;дьявольских ружей&raquo; на охоте Он хвастался когда убивал серну из арбалета с расстояния в 200&nbsp;ярдов чего не мог сделать охотник с помощью ружья Однако именно Максимилиан был нарисован на одном из первых[3]&nbsp;изображений свидетельствующих о применении огнестрельного оружия на охотеШироко использоваться огнестрельное оружие на охоте начало со второй четверти XVI века Так в 1535 году в&nbsp;Неаполе&nbsp;появилась первая книга об охотничьем оружии руки Пабло дель Фукара под названием &laquo;Арбалеты&nbsp;мушкеты&nbsp;и&nbsp;аркебузы&raquo; которая была посвящена личному оружию В 1583 году в своей поэме &laquo;Удовольствие охоты&raquo; Клод Гуше описал приемы стрельбы из аркебузы по диким уткам оленям и кабанам На гравюрах выполненных по эскизам Йоста Аммана и Страдануса видно что к дичи подкрадывались пешком или стреляли из естественных укрытий Любимой мишенью на озерах осталась водяная птица но в этом случае нужна была специально обученная охотничья&nbsp;собака К середине XVII века оружие с кремневыми замками было улучшено настолько что можно было убивать летящую птицу на большом расстоянииВ конце XVIII века во&nbsp;Франции&nbsp;разработали ружья с четырьмя стволами (в комплект входили ещё четыре кремневых замка и четыре спусковых крючка) Но самой популярным ружьём стал двухствольный вариант Стволы размещали рядом или один над другим Первые подобные образцы с колесцовыми замками и двойными курками появились не ранее второй половины&nbsp;XVIII&nbsp;векаКремневые ружья в начале XIX века сильно отличались о тех что выпускались в предшествующие столетия Ряд мастеров значительно опередили своё время Например множество механических&nbsp;изобретений&nbsp;придумал Джон Андерсон (1726&mdash;1796) К его инновациям можно отнести шестифунтовое ружье с пневматическим поглотителем отдачи и ружье с кремневым замком Другие новшества со временем показали свою несостоятельностьhttps://ruwikipediaorg/wiki/Охотничье_оружие	27	2
293	Боеви́к&nbsp;или&nbsp;э́кшен-фильм&nbsp;(экшн-фильм) (англ&nbsp;action movie&nbsp;&mdash; букв&nbsp;фильм действия)&nbsp;&mdash;&nbsp;жанр&nbsp;кинематографа в котором основное внимание уделяется перестрелкам дракам погоням и&nbsp;т&nbsp;д Боевики часто обладают высоким бюджетом изобилуют&nbsp;каскадёрскими&nbsp;трюками и&nbsp;спецэффектами Большинство боевиков иллюстрируют известный&nbsp;тезис&nbsp;&laquo;добро должно быть с кулаками&raquo; Фильмы этого жанра зачастую не обладают сложным&nbsp;сюжетом&nbsp;главный герой&nbsp;обычно сталкивается со злом в самом очевидном его проявлении:&nbsp;терроризм&nbsp;похищение&nbsp;убийство&nbsp;коррупция несправедливость Не находя иного выхода главный герой решает прибегнуть к насилию В развязке фильма&nbsp;отрицательные персонажи&nbsp;обычно оказываются убиты реже&nbsp;арестованы Число убитых отрицательных персонажей и их пособников может достигать десятков и даже сотен Считается что популяризация так называемой &laquo;эстетики насилия&raquo; во многом обязана таким лентам&nbsp;Фильмы посвящённые боевым искусствам обычно рассматриваются как поджанр боевикаhttps://ruwikipediaorg/wiki/%D0%91%D0%BE%D0%B5%D0%B2%D0%B8%D0%BA_(%D0%BA%D0%B8%D0%BD%D0%BE%D0%B6%D0%B0%D0%BD%D1%80)&nbsp; &nbsp;	32	2
294	Приключе́нческий фильм&nbsp;(также&nbsp;Авантюрный фильм)[1]&nbsp;&mdash; остросюжетный вид игрового фильма[1] соответствующий&nbsp;приключенческому роману&nbsp;в&nbsp;литературе В отличие от&nbsp;боевика в приключенческих фильмах акцент смещён с грубого&nbsp;насилия&nbsp;на смекалку персонажей умение перехитрить обмануть злодея В приключенческих фильмах героям предстоит оригинально выпутаться из сложных ситуаций Счастливый конец также очень вероятенhttps://ruwikipediaorg/wiki/%D0%9F%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%84%D0%B8%D0%BB%D1%8C%D0%BC&nbsp;	32	2
295	Боевая эффективность&nbsp;&ndash; обобщённое&nbsp;понятие характеризующее степень приспособленности&nbsp;боевого средства&nbsp;к выполнению стоящих перед ним&nbsp;боевых задач[1]Для численного измерения боевой эффективности в соответствии с теорией&nbsp;исследования операций&nbsp;определяют&nbsp;критерий&nbsp;боевой эффективности который называют&nbsp;показателем боевой эффективности Показатель боевой эффективности должен соответствовать задаче стоящей перед боевым средством (единицей вооружения и военной техники) Так если перед боевым средством стоит задача достижения вполне определенного результата (поражение самолёта потопление корабля поражение всех самолётов в составе налетающей группы и тому подобное) то естественным показателем эффективности будет&nbsp;вероятность&nbsp;выполнения боевой задачи В другом случае если перед боевым средством стоит задача нанесения максимально-возможного ущерба то естественным показателем эффективности будет являться&nbsp;среднее значение&nbsp;(математическое ожидание)&nbsp;ущерба нанесенного противникуБоевая эффективность боевого средства при идеальном&nbsp;тыловом обеспечении при идеальном управлении и при отсутствии противодействия противника называется&nbsp;боевым потенциалом Боевой потенциал характеризуется предельными значениями показателей боевой эффективности которые в принципе может достичь боевое средствоБоевой потенциал боевого средства реализуемый в конкретных условиях боевой обстановки за установленное время называется&nbsp;боевыми возможностямиПонятия боевой эффективности боевого потенциала и боевых возможностей применяют как к одиночным боевым средствам так и к&nbsp;группировкам&nbsp;боевых средств[2]https://ruwikipediaorg/wiki/Боевая_эффективность	27	2
296	&nbsp;Сандалии&nbsp;(новогреч &ndash; sandalion лат - solea) &ndash; легкая открытая летняя обувь на тонкой плоской подошве крепящейся к ноге с помощью ремешков или тонких https://wikiwildberriesru/things/footwear/%D1%81%D0%B0%D0%BD%D0%B4%D0%B0%D0%BB%D0%B8%D0%B8	28	2
297	Дутики или дутые сапоги &ndash; прекрасная альтернатива привычных зимних сапог на меху Голенище как правило изготовлено из синтетических тканых или нетканых материалов может быть вязаным между тканевыми слоями голенища располагается утеплитель Им может стать пух шерсть или синтетика Подошва выполнена из резины пластика или полиуретана Натуральная кожа и замша как правило используются лишь для украшенияhttps://vplateru/sapogi/dutiki/&nbsp;&nbsp;	28	2
298	У́гги&nbsp;&mdash; обувь изготовленная из овчины ворсом внутрь и гладкой поверхностью наружу с синтетической или резиновой подошвой https://ruwikipediaorg/wiki/%D0%A3%D0%B3%D0%B3%D0%B8	28	2
299	Унты́&nbsp;(от эвенкийского унта- "обувь" &laquo;сапог&raquo; ) &mdash; разновидность меховой обуви сапог для холодного и очень холодного климата https://ruwikipediaorg/wiki/%D0%A3%D0%BD%D1%82%D1%8B	28	2
300	Туфли&nbsp;(англ shoes) &ndash; легкая мужская или женская обувь на каблуке закрывающая ногу не выше щиколотки https://wikiwildberriesru/things/footwear/%D1%82%D1%83%D1%84%D0%BB%D0%B8	28	2
301	Создателем и основателем луноходов является итальянский дизайнер Джанкарло Занатта который на протяжении многих лет был вдохновлен образом космонавтов что и сподвигло его на создание футуристической обуви в конце 60х годов впервые показались миру созданные модели http://moms-sitesru/lunohody-chto-eto-takoe-vse-pro-snoubuts-munbuts-lunnye-sapogi	28	2
302	&nbsp;Сапоги́&nbsp;&mdash; вид обуви с высокими голенищами Получили распространение на Руси и Ближнем Востоке от кочевников для которых мягкие&nbsp;сапоги&nbsp;были удобной обувью для верховой езды https://ruwikipediaorg/wiki/%D0%A1%D0%B0%D0%BF%D0%BE%D0%B3%D0%B8	28	2
303	Слипоны&nbsp;(англ Slip-on) &mdash; лёгкая обувь без шнуровки Состоят из верхней части &mdash; парусины и резиновой подошвы&nbsp; https://ruwikipediaorg/wiki/%D0%A1%D0%BB%D0%B8%D0%BF%D0%BE%D0%BD%D1%8B	28	2
304	Ло́феры ло́уферы (от англ&nbsp;loafer&nbsp;&mdash; бездельник) &mdash;&nbsp;это&nbsp;туфли без шнурков союзка и мыски которых украшены приподнятым полукруговым швом https://ruwikipediaorg/wiki/%D0%9B%D0%BE%D1%84%D0%B5%D1%80%D1%8B	28	2
305	Монки&nbsp;(англ monks monkstraps) &mdash;&nbsp;это ботинки или туфли без шнуровки но с одной двумя или тремя пряжками&nbsp;&nbsp;https://ruwikipediaorg/wiki/%D0%9C%D0%BE%D0%BD%D0%BA%D0%B8_(%D0%BE%D0%B1%D1%83%D0%B2%D1%8C)	28	2
306	Эспадрильи&nbsp;&mdash; лёгкая летняя обувь напоминающая тапочки с задником Она снабжается плоской верёвочной подошвой из джута; для верха используются текстильные материалы и замша (гораздо реже &mdash; гладкая кожа) https://ruwikipediaorg/wiki/%D0%AD%D1%81%D0%BF%D0%B0%D0%B4%D1%80%D0%B8%D0%BB%D1%8C%D0%B8	28	2
307	Энциклопедический словарь Костромского края - содержит информацию о географических особенностях и природных условиях Костромской области биологических ресурсов рек и озер почве и видах минерального сырья структуре лесного фонда фауна и охотничьих ресурсахhttp://wwwencyclopediaru/cat/books/book/49487/	26	2
